data	sr_temp_pow	max_temp_pow	min_temp_pow	min_temp_pow_przy_gruncie	sr_wilgotnosc_pow sr_preznosc_pary_wodnej	sr_zachmurzenie	sr_predkosc_wiatru	czas_trwania_wiatru_10_m_s	czas_trwania_wiatru_15_m_s	cisnienie_na_poziomie_morza	cisnienie_na_poziomie_stacji	dobowa_suma_opadu	opad_dzien	opad_noc	wysokosc_pokrywy_snieznej	rownowaznik_wodny_sniegu	uslonecznienie	czas_trwania_opadu_deszczu	czas_trwania_opadu_sniegu	czas_trwania_opadu_deszczu_ze_sniegiem	czas_trwania_mgly	czas_trwania_rosy	czas_trwania_szronu	czas_trwania_burzy
2019-06-28	18.3	24.1	13.5	11.0	63.3	12.9	4.1	3.3	0.0	0.0	1020.9	992.4	0.0	0.0	0.0	-	0.0	-	-	-	-	-	-	-	-
2019-06-29	20.7	27.2	13.0	9.8	50.0	11.6	2.5	2.8	0.0	0.0	1020.9	992.6	0.0	0.0	0.0	-	0.0	-	-	-	-	-	-	-	-
2019-06-30	24.8	34.2	13.8	10.0	49.5	13.9	0.0	2.9	0.0	0.0	1016.9	989.1	0.0	0.0	0.0	-	0.0	-	-	-	-	-	-	-	-
2019-07-01	26.5	35.6	16.7	13.2	49.0	15.7	3.8	5.5	2.3	0.2	1012.8	985.2	0.2	0.0	0.2	-	0.0	-	1.3	-	-	-	3.0	-	0.4
2019-07-02	22.2	27.3	18.6	17.0	57.6	15.0	4.8	4.1	0.0	0.0	1015.5	987.5	0.0	0.0	0.0	-	0.0	-	1.7	-	-	-	-	-	-
2019-07-03	18.1	22.8	12.6	9.4	46.0	9.1	2.4	3.6	0.0	0.0	1019.8	991.3	0.0	0.0	0.0	-	0.0	-	-	-	-	-	-	-	-
2019-07-04	16.7	23.6	8.4	6.0	49.3	8.7	2.0	2.5	0.0	0.0	1020.8	992.1	0.0	0.0	0.0	-	0.0	-	-	-	-	-	-	-	-
2019-07-05	17.8	23.8	9.9	6.2	52.6	10.1	6.6	3.6	0.0	0.0	1014.5	986.2	0.0	0.0	0.0	-	0.0	-	-	-	-	-	-	-	-
2019-07-06	22.0	29.0	15.3	13.0	50.3	12.3	4.8	3.9	0.0	0.0	1009.5	981.7	0.0	0.0	0.0	-	0.0	-	0.3	-	-	-	1.0	-	-
2019-07-07	18.5	25.8	15.1	12.5	65.5	13.8	5.1	3.6	0.0	0.0	1007.4	979.4	0.9	0.9	0.0	-	0.0	-	1.2	-	-	-	3.0	-	-
2019-07-08	16.0	19.3	9.9	8.0	48.0	8.4	5.6	5.0	0.0	0.0	1013.7	985.2	0.0	0.0	0.0	-	0.0	-	-	-	-	-	-	-	-
2019-07-09	15.1	20.3	9.3	6.0	53.9	9.0	5.6	4.4	0.0	0.0	1014.6	986.0	0.0	0.0	0.0	-	0.0	-	0.8	-	-	-	-	-	-
2019-07-10	15.8	20.5	12.0	9.0	58.6	10.3	5.9	5.0	0.0	0.0	1014.2	985.7	0.1	0.0	0.1	-	0.0	-	-	-	-	-	-	-	-
2019-07-11	15.1	20.5	11.4	10.5	67.8	11.2	4.5	3.8	0.0	0.0	1012.9	984.3	1.8	1.8	0.0	-	0.0	-	2.4	-	-	-	-	-	0.4
2019-07-12	16.6	25.3	7.0	4.0	60.9	10.8	4.9	2.3	0.0	0.0	1011.5	983.1	2.0	0.0	2.0	-	0.0	-	-	-	-	-	7.0	-	-
2019-07-13	16.5	20.1	14.3	13.0	83.0	15.5	7.1	1.6	0.0	0.0	1010.0	981.6	3.2	0.8	2.4	-	0.0	-	4.1	-	-	-	2.3	-	1.4
2019-07-14	14.7	18.3	13.0	12.1	93.8	15.6	5.8	2.0	0.0	0.0	1012.6	984.0	39.8	39.8	0.0	-	0.0	-	5.2	-	-	-	-	-	4.0
2019-07-15	17.1	23.7	9.0	6.0	61.0	10.7	1.8	2.5	0.0	0.0	1013.7	985.3	0.0	0.0	0.0	-	0.0	-	-	-	-	-	-	-	-
2019-07-16	15.9	22.3	9.2	6.1	67.0	11.8	4.4	4.3	0.0	0.0	1013.3	984.8	0.0	0.0	0.0	-	0.0	-	-	-	-	-	7.0	-	-
2019-07-17	17.0	22.3	12.2	10.5	62.6	11.7	4.6	4.1	0.0	0.0	1012.7	984.3	0.0	0.0	0.0	-	0.0	-	-	-	-	-	-	-	-
2019-07-18	17.6	24.0	9.5	6.5	60.8	11.4	3.1	1.4	0.0	0.0	1013.6	985.2	0.0	0.0	0.0	-	0.0	-	-	-	-	-	4.0	-	-
2019-07-19	19.3	28.5	10.3	7.0	62.6	13.2	3.9	1.9	0.0	0.0	1015.1	986.9	0.1	0.0	0.1	-	0.0	-	0.5	-	-	-	4.0	-	-
2019-07-20	21.9	28.9	15.3	13.0	65.6	16.2	5.4	1.5	0.0	0.0	1016.5	988.5	0.0	0.0	0.0	-	0.0	-	0.2	-	-	-	-	-	-
2019-07-21	20.4	29.8	15.7	13.5	81.0	18.6	5.5	1.9	0.6	0.2	1018.0	989.8	5.7	5.7	0.0	-	0.0	-	3.4	-	-	-	4.8	-	1.4
2019-07-22	21.1	26.2	14.5	12.2	69.9	16.7	5.9	2.1	0.0	0.0	1021.6	993.3	0.1	0.0	0.1	-	0.0	-	1.2	-	-	0.9	-	-	-
2019-07-23	18.1	23.8	16.5	15.0	85.4	17.7	7.8	2.6	0.0	0.0	1020.6	992.1	0.4	0.4	0.0	-	0.0	-	5.8	-	-	-	-	-	-
2019-07-24	20.7	24.1	17.6	16.0	77.5	18.6	6.6	1.9	0.0	0.0	1018.9	990.9	0.0	0.0	0.0	-	0.0	-	-	-	-	-	1.0	-	-
2019-07-25	22.0	28.5	14.0	9.6	66.4	16.4	1.8	1.6	0.0	0.0	1018.2	990.4	0.0	0.0	0.0	-	0.0	-	-	-	-	-	0.3	-	-
2019-07-26	22.3	28.9	15.3	11.5	63.0	16.3	2.6	2.8	0.0	0.0	1011.4	983.6	0.0	0.0	0.0	-	0.0	-	-	-	-	-	7.0	-	-
2019-07-27	19.9	27.3	14.9	13.8	76.0	17.5	3.0	4.4	0.0	0.0	1006.5	978.6	0.2	0.2	0.0	-	0.0	-	0.6	-	-	-	-	-	1.4
2019-07-28	23.6	31.3	15.2	12.6	67.6	18.4	4.0	2.6	0.0	0.0	1003.6	976.1	0.0	0.0	0.0	-	0.0	-	0.5	-	-	-	-	-	-
2019-07-29	24.3	32.5	18.8	16.5	67.9	19.5	5.6	2.3	0.5	0.0	1005.5	978.0	15.6	3.0	12.6	-	0.0	-	4.0	-	-	-	-	-	3.5
2019-07-30	21.4	28.3	18.5	17.0	88.6	22.4	4.6	3.4	0.0	0.0	1008.6	980.8	1.6	1.6	0.0	-	0.0	-	2.9	-	-	-	-	-	3.0
2019-07-31	21.5	25.0	19.7	16.4	87.3	22.2	7.0	2.9	0.0	0.0	1012.6	984.6	3.0	2.2	0.0	-	0.0	-	2.2	-	-	-	-	-	2.1
2019-08-01	20.8	25.8	18.0	16.5	78.5	18.9	4.9	3.1	0.0	0.0	1014.8	986.7	0.0	0.0	0.0	-	0.0	-	-	-	-	-	-	-	-
2019-08-02	19.7	25.3	14.0	12.8	68.4	15.1	5.0	2.1	0.0	0.0	1013.4	985.2	1.7	0.0	1.7	-	0.0	-	-	-	-	-	7.0	-	-
2019-08-03	17.5	22.1	13.6	11.0	75.5	15.0	5.1	2.5	0.0	0.0	1011.8	983.5	2.0	2.0	0.0	-	0.0	-	1.5	-	-	-	3.6	-	0.8
2019-08-04	18.0	24.3	12.9	9.0	66.0	13.4	3.1	3.3	0.0	0.0	1014.4	986.1	0.0	0.0	0.0	-	0.0	-	0.1	-	-	-	6.0	-	-
2019-08-05	20.1	26.4	13.8	11.5	64.8	14.6	4.6	3.1	0.0	0.0	1013.6	985.5	0.1	0.0	0.1	-	0.0	-	0.7	-	-	-	-	-	-
2019-08-06	22.2	28.5	16.6	14.0	66.1	17.1	6.0	2.8	0.0	0.0	1011.8	983.9	0.0	0.0	0.0	-	0.0	-	0.6	-	-	-	-	-	-
2019-08-07	21.9	29.2	16.1	14.0	78.6	20.4	5.8	1.9	0.0	0.0	1008.8	980.9	17.5	4.2	13.3	-	0.0	-	1.8	-	-	-	7.0	-	0.8
2019-08-08	20.9	25.7	17.6	16.2	72.5	17.3	5.9	4.5	0.0	0.0	1011.4	983.5	0.0	0.0	0.0	-	0.0	-	3.0	-	-	-	1.0	-	0.3
2019-08-09	21.1	27.4	14.0	9.8	65.3	15.4	2.4	2.4	0.0	0.0	1014.2	986.1	0.0	0.0	0.0	-	0.0	-	-	-	-	-	4.1	-	-
2019-08-10	22.2	31.1	14.0	12.0	71.1	18.6	5.6	2.5	0.0	0.0	1014.2	986.3	10.4	0.0	10.4	-	0.0	-	2.9	-	-	-	6.0	-	-
2019-08-11	22.0	27.0	18.1	15.5	72.6	18.5	2.3	2.8	0.0	0.0	1017.9	989.9	0.0	0.0	0.0	-	0.0	-	0.3	-	-	-	-	-	-
2019-08-12	24.0	30.4	17.3	14.5	67.9	19.7	3.5	2.4	0.0	0.0	1013.5	985.7	22.6	0.0	22.6	-	0.0	-	2.0	-	-	-	-	-	1.2
2019-08-13	19.4	26.1	16.8	14.0	79.4	17.6	5.9	2.8	0.0	0.0	1015.5	987.3	6.0	0.6	5.4	-	0.0	-	3.8	-	-	-	-	-	1.8
2019-08-14	15.8	20.7	13.9	12.5	81.5	14.4	5.9	1.9	0.0	0.0	1016.8	988.2	7.2	7.2	0.0	-	0.0	-	7.6	-	-	-	-	-	-
2019-08-15	16.3	23.5	9.2	8.0	70.3	12.1	1.4	1.3	0.0	0.0	1016.9	988.3	0.0	0.0	0.0	-	0.0	-	-	-	-	-	1.0	-	-
2019-08-16	16.3	21.6	11.3	8.0	80.3	14.7	6.3	2.1	0.0	0.0	1016.4	987.9	0.0	0.0	0.0	-	0.0	-	-	-	-	-	12.0	-	1.2
2019-08-17	17.8	24.2	10.9	8.4	76.9	15.0	4.1	1.4	0.0	0.0	1016.5	988.1	0.0	0.0	0.0	-	0.0	-	-	-	-	2.1	3.3	-	-
2019-08-18	21.3	28.2	14.9	11.0	71.9	17.6	4.1	1.9	0.0	0.0	1012.8	984.9	0.0	0.0	0.0	-	0.0	-	-	-	-	-	8.0	-	-
2019-08-19	23.4	30.7	15.2	14.0	69.0	18.9	2.9	2.4	0.0	0.0	1015.4	987.5	0.0	0.0	0.0	-	0.0	-	0.9	-	-	-	7.0	-	0.3
2019-08-20	21.0	26.2	18.5	16.5	88.1	21.7	6.8	3.3	0.0	0.0	1020.6	992.4	5.7	5.0	0.7	-	0.0	-	3.0	-	-	-	-	-	-
2019-08-21	17.6	21.1	16.5	16.0	89.5	18.1	7.3	3.1	0.0	0.0	1024.8	996.2	0.0	0.0	0.0	-	0.0	-	0.6	-	-	-	-	-	-
2019-08-22	17.2	21.2	12.8	12.0	78.8	15.2	5.8	3.8	0.0	0.0	1028.4	999.6	0.0	0.0	0.0	-	0.0	-	-	-	-	-	3.0	-	-
2019-08-23	18.4	24.8	12.6	12.0	79.5	16.5	2.3	4.0	0.0	0.0	1026.8	998.1	0.0	0.0	0.0	-	0.0	-	-	-	-	-	9.0	-	-
2019-08-24	20.0	26.0	14.1	12.0	73.0	16.6	1.9	4.5	0.0	0.0	1024.5	996.1	0.0	0.0	0.0	-	0.0	-	-	-	-	-	8.0	-	-
2019-08-25	20.9	27.0	14.5	11.2	72.1	17.7	3.3	3.0	0.0	0.0	1022.5	994.2	0.0	0.0	0.0	-	0.0	-	-	-	-	-	5.0	-	-
2019-08-26	22.4	30.1	17.0	15.0	75.4	19.8	3.3	2.8	0.0	0.0	1021.5	993.3	0.0	0.0	0.0	-	0.0	-	-	-	-	-	7.0	-	-
2019-08-27	22.3	30.5	15.8	13.6	78.0	20.5	2.9	1.4	0.0	0.0	1020.7	992.6	0.0	0.0	0.0	-	0.0	-	-	-	-	-	11.0	-	-
2019-08-28	22.0	31.4	16.1	14.5	75.5	18.9	2.3	2.4	0.0	0.0	1019.7	991.6	5.1	5.1	0.0	-	0.0	-	0.4	-	-	-	0.4	-	1.0
2019-08-29	23.3	32.2	16.0	12.5	70.6	18.9	1.9	2.1	0.0	0.0	1018.5	990.6	0.0	0.0	0.0	-	0.0	-	-	-	-	-	-	-	-
2019-08-30	22.2	29.2	16.8	13.8	77.5	20.1	3.9	1.4	0.0	0.0	1021.8	993.6	1.0	1.0	0.0	-	0.0	-	2.6	-	-	-	7.0	-	0.6
2019-08-31	22.4	28.5	16.6	12.5	72.6	19.0	1.3	3.5	0.0	0.0	1019.8	991.8	0.0	0.0	0.0	-	0.0	-	-	-	-	-	-	-	-
2019-09-01	23.6	31.6	16.6	13.2	67.0	18.1	1.1	1.8	0.0	0.0	1013.1	985.3	0.0	0.0	0.0	-	0.0	-	-	-	-	-	6.0	-	-
2019-09-02	18.2	25.4	15.1	13.0	88.8	18.5	6.6	3.4	0.0	0.0	1017.0	988.7	25.8	17.3	8.5	-	0.0	-	8.6	-	-	-	-	-	-
2019-09-03	14.2	18.9	12.1	11.0	86.5	13.9	6.3	2.0	0.0	0.0	1023.6	994.7	2.3	2.3	0.0	-	0.0	-	7.7	-	-	-	2.0	-	-
2019-09-04	15.9	22.8	11.1	10.5	74.9	12.8	3.4	2.0	0.0	0.0	1020.7	991.9	0.0	0.0	0.0	-	0.0	-	-	-	-	-	7.0	-	-
2019-09-05	17.8	24.9	9.0	7.0	70.9	13.8	1.5	1.8	0.0	0.0	1015.6	987.2	0.0	0.0	0.0	-	0.0	-	-	-	-	-	2.8	-	-
2019-09-06	17.0	20.6	15.2	12.5	65.0	12.4	6.3	2.5	0.0	0.0	1022.6	993.9	0.0	0.0	0.0	-	0.0	-	-	-	-	-	-	-	-
2019-09-07	15.8	19.8	12.7	10.5	81.3	14.5	7.3	2.8	0.0	0.0	1018.3	989.6	17.0	2.2	14.8	-	0.0	-	3.9	-	-	-	-	-	-
2019-09-08	16.4	20.8	13.8	12.0	88.6	16.3	5.9	2.1	0.0	0.0	1017.3	988.7	1.9	0.6	1.3	-	0.0	-	6.3	-	-	-	-	-	-
2019-09-09	15.5	22.7	13.3	12.0	93.9	16.4	6.9	2.5	0.0	0.0	1012.9	984.3	22.4	19.6	2.8	-	0.0	-	8.3	-	-	-	-	-	1.1
2019-09-10	15.0	20.6	10.6	7.8	74.5	12.4	4.9	2.4	0.0	0.0	1019.2	990.4	0.0	0.0	0.0	-	0.0	-	-	-	-	-	5.0	-	-
2019-09-11	15.7	23.3	8.6	6.0	78.5	13.5	3.1	1.0	0.0	0.0	1024.5	995.7	0.0	0.0	0.0	-	0.0	-	-	-	-	-	7.5	-	-
2019-09-12	16.4	23.7	9.7	7.0	79.0	14.3	1.0	1.6	0.0	0.0	1028.1	999.2	0.0	0.0	0.0	-	0.0	-	-	-	-	-	8.3	-	-
2019-09-13	16.9	23.0	10.0	7.4	79.5	14.9	3.6	2.8	0.0	0.0	1028.8	1000.0	0.0	0.0	0.0	-	0.0	-	-	-	-	-	3.2	-	-
2019-09-14	13.8	19.1	9.9	8.0	68.9	10.6	3.1	2.0	0.0	0.0	1032.2	1003.0	0.0	0.0	0.0	-	0.0	-	-	-	-	-	11.0	-	-
2019-09-15	13.3	21.1	5.3	2.4	73.4	10.7	3.4	3.0	0.0	0.0	1024.7	995.6	0.0	0.0	0.0	-	0.0	-	-	-	-	-	6.5	-	-
2019-09-16	14.2	19.7	9.8	5.8	82.3	13.2	6.3	3.0	0.0	0.0	1017.5	988.7	3.7	1.6	2.1	-	0.0	-	7.6	-	-	-	7.0	-	-
2019-09-17	12.7	16.6	11.3	10.2	81.8	11.9	6.6	4.9	0.3	0.0	1014.1	985.2	0.9	0.1	0.8	-	0.0	-	5.1	-	-	-	-	-	-
2019-09-18	10.2	14.3	8.1	7.5	68.5	8.4	5.6	6.5	2.4	0.0	1019.4	990.1	0.0	0.0	0.0	-	0.0	-	0.6	-	-	-	-	-	-
2019-09-19	8.4	13.8	5.6	4.2	81.3	8.9	4.9	3.9	0.0	0.0	1025.3	995.6	0.8	0.8	0.0	-	0.0	-	1.5	-	-	-	7.0	-	-
2019-09-20	9.4	14.6	4.5	3.0	77.3	8.9	5.5	3.4	0.0	0.0	1027.5	998.0	0.0	0.0	0.0	-	0.0	-	0.2	-	-	-	-	-	-
2019-09-21	11.3	17.6	4.8	3.0	74.9	9.7	2.8	2.1	0.0	0.0	1025.7	996.4	0.0	0.0	0.0	-	0.0	-	-	-	-	-	12.0	-	-
2019-09-22	12.1	21.3	3.5	0.7	77.0	10.4	0.0	0.9	0.0	0.0	1019.2	990.2	0.0	0.0	0.0	-	0.0	-	-	-	-	-	5.4	-	-
2019-09-23	12.2	18.6	5.8	2.2	80.4	11.1	4.0	2.8	0.0	0.0	1016.0	987.0	0.0	0.0	0.0	-	0.0	-	-	-	-	-	6.7	-	-
2019-09-24	10.9	13.7	9.8	8.8	92.3	12.0	7.3	4.0	0.0	0.0	1015.9	986.8	0.3	0.0	0.3	-	0.0	-	-	-	-	-	14.0	-	-
2019-09-25	12.8	18.2	8.1	4.5	92.8	13.7	7.6	1.6	0.0	0.0	1009.9	981.2	0.2	0.0	0.2	-	0.0	-	2.0	-	-	0.6	3.2	-	-
2019-09-26	14.5	18.8	10.5	7.4	86.4	14.0	5.5	3.1	0.0	0.0	1012.6	984.0	0.2	0.2	0.0	-	0.0	-	1.1	-	-	-	-	-	-
2019-09-27	14.9	20.7	8.4	5.2	82.3	13.6	4.6	1.5	0.0	0.0	1015.2	986.5	0.2	0.0	0.2	-	0.0	-	0.4	-	-	3.5	-	-	-
2019-09-28	15.0	18.6	12.7	11.5	81.9	13.8	5.6	3.9	0.0	0.0	1014.7	986.1	0.0	0.0	0.0	-	0.0	-	0.3	-	-	-	4.0	-	-
2019-09-29	15.0	20.1	9.5	6.5	74.1	12.3	4.6	3.8	0.5	0.0	1011.1	982.6	0.0	0.0	0.0	-	0.0	-	-	-	-	-	7.0	-	-
2019-09-30	16.2	20.2	11.5	9.5	68.3	12.6	6.0	8.5	9.5	0.8	1003.1	974.9	2.6	2.6	0.0	-	0.0	-	3.4	-	-	-	-	-	0.5
2019-10-01	14.9	20.9	9.7	8.0	67.6	11.1	3.4	3.9	0.0	0.0	1009.3	980.8	0.0	0.0	0.0	-	0.0	-	-	-	-	-	2.0	-	-
2019-10-02	13.5	19.9	9.0	8.1	85.6	13.2	6.6	3.0	0.0	0.0	1004.4	975.9	11.7	0.7	11.0	-	0.0	-	8.1	-	-	-	8.0	-	-
2019-10-03	8.7	13.4	7.4	6.8	85.6	9.6	6.8	3.1	0.0	0.0	1013.1	983.8	0.0	0.0	0.0	-	0.0	-	3.2	-	-	-	5.0	-	-
2019-10-04	8.8	12.9	6.0	4.0	80.4	8.9	6.5	2.5	0.0	0.0	1013.6	984.4	1.3	0.0	1.3	-	0.0	-	-	-	-	-	14.0	-	-
2019-10-05	8.0	9.8	6.6	4.7	92.4	9.9	8.0	3.5	0.0	0.0	1009.7	980.5	3.5	2.5	1.0	-	0.0	-	18.2	-	-	-	2.2	-	-
2019-10-06	6.0	9.6	3.1	1.7	77.8	7.2	5.1	3.1	0.0	0.0	1018.9	989.2	0.0	0.0	0.0	-	0.0	-	-	-	-	-	-	3.0	-
2019-10-07	3.1	10.3	-2.6	-5.2	74.8	5.4	1.4	1.5	0.0	0.0	1020.9	990.9	0.0	0.0	0.0	-	0.0	-	-	-	-	-	-	9.0	-
2019-10-08	5.7	12.5	-2.8	-6.0	75.4	6.8	5.4	2.0	0.0	0.0	1016.9	987.3	1.4	0.0	1.4	-	0.0	-	2.1	-	-	-	-	7.0	-
2019-10-09	11.7	14.8	8.9	6.0	91.1	12.5	7.8	1.8	0.0	0.0	1011.8	982.9	10.1	1.4	8.7	-	0.0	-	11.0	-	-	-	-	-	-
2019-10-10	11.3	15.2	9.4	8.0	79.4	10.5	5.4	6.4	3.4	0.0	1013.6	984.7	5.7	5.5	0.2	-	0.0	-	2.3	-	-	-	-	-	-
2019-10-11	11.3	15.3	6.9	5.0	76.0	10.0	4.9	3.9	0.0	0.0	1020.5	991.4	0.0	0.0	0.0	-	0.0	-	0.2	-	-	-	5.0	-	-
2019-10-12	13.2	22.8	6.3	2.4	69.9	10.0	2.8	2.4	0.0	0.0	1017.7	988.8	0.0	0.0	0.0	-	0.0	-	-	-	-	-	13.0	-	-
2019-10-13	13.3	23.7	5.4	2.2	79.3	11.6	1.3	1.1	0.0	0.0	1019.9	990.9	0.0	0.0	0.0	-	0.0	-	-	-	-	0.8	4.3	-	-
2019-10-14	13.7	25.0	6.0	3.0	82.3	12.5	0.0	1.1	0.0	0.0	1019.1	990.3	0.0	0.0	0.0	-	0.0	-	-	-	-	4.9	3.7	-	-
2019-10-15	13.8	24.0	7.5	3.3	83.0	12.8	3.9	2.0	0.0	0.0	1013.5	984.8	0.0	0.0	0.0	-	0.0	-	-	-	-	-	5.0	-	-
2019-10-16	12.8	20.1	7.2	5.2	82.0	12.0	2.6	4.0	0.3	0.0	1014.0	985.1	0.0	0.0	0.0	-	0.0	-	-	-	-	-	11.0	-	-
2019-10-17	11.2	20.2	4.1	1.2	76.4	9.6	1.0	0.8	0.0	0.0	1019.0	989.8	0.0	0.0	0.0	-	0.0	-	-	-	-	-	6.2	-	-
2019-10-18	11.9	21.5	5.3	1.4	78.4	10.5	2.6	0.8	0.0	0.0	1016.2	987.2	0.0	0.0	0.0	-	0.0	-	-	-	-	-	8.5	-	-
2019-10-19	11.5	20.3	4.3	2.0	83.4	11.1	4.0	1.0	0.0	0.0	1015.5	986.5	0.0	0.0	0.0	-	0.0	-	-	-	-	-	3.3	-	-
2019-10-20	13.4	24.1	5.6	1.4	78.6	11.5	1.4	1.9	0.0	0.0	1015.8	987.0	0.0	0.0	0.0	-	0.0	-	-	-	-	-	5.0	-	-
2019-10-21	13.8	24.1	6.6	3.2	79.0	11.8	2.8	1.1	0.0	0.0	1019.5	990.6	0.0	0.0	0.0	-	0.0	-	-	-	-	-	5.9	-	-
2019-10-22	13.7	23.4	6.8	4.8	85.6	13.2	4.4	0.8	0.0	0.0	1023.4	994.4	0.0	0.0	0.0	-	0.0	-	-	-	-	5.8	3.7	-	-
2019-10-23	11.7	16.4	7.9	7.0	98.1	13.6	6.9	2.0	0.0	0.0	1021.8	992.7	0.0	0.0	0.0	-	0.0	-	-	-	-	16.4	-	-	-
2019-10-24	13.4	22.5	8.2	7.0	87.9	13.1	3.3	2.5	0.0	0.0	1015.4	986.6	0.0	0.0	0.0	-	0.0	-	-	-	-	7.1	5.0	-	-
2019-10-25	11.6	20.3	4.1	-0.2	83.1	11.2	1.3	1.6	0.0	0.0	1020.7	991.6	0.0	0.0	0.0	-	0.0	-	-	-	-	0.1	6.7	-	-
2019-10-26	11.0	22.0	5.3	2.4	87.0	11.2	3.9	0.8	0.0	0.0	1022.5	993.2	0.0	0.0	0.0	-	0.0	-	-	-	-	8.0	2.3	-	-
2019-10-27	12.3	21.9	3.1	0.5	76.6	10.5	1.6	3.1	0.0	0.0	1017.5	988.5	1.7	0.0	1.7	-	0.0	-	-	-	-	5.3	2.0	-	-
2019-10-28	7.6	15.8	5.0	3.0	84.9	8.9	6.3	2.5	0.0	0.0	1020.9	991.4	0.0	0.0	0.0	-	0.0	-	4.8	-	-	-	1.2	-	-
2019-10-29	5.3	8.8	1.1	0.1	89.4	7.9	6.4	1.9	0.0	0.0	1023.0	993.1	0.1	0.1	0.0	-	0.0	-	0.3	-	-	-	-	-	-
2019-10-30	3.5	7.8	1.1	-2.0	79.4	6.2	2.9	1.9	0.0	0.0	1029.7	999.5	0.0	0.0	0.0	-	0.0	-	-	-	-	-	1.0	5.0	-
2019-10-31	-0.3	6.4	-4.8	-6.0	91.3	5.4	2.5	1.9	0.0	0.0	1029.3	998.6	0.0	0.0	0.0	-	0.0	-	-	-	-	6.7	-	4.9	-
2019-11-01	0.0	5.1	-3.2	-6.4	97.0	6.0	7.5	2.3	0.0	0.0	1022.4	992.0	0.0	0.0	0.0	-	0.0	-	-	-	-	16.6	-	-	-
2019-11-02	5.1	11.1	-1.5	-2.6	88.4	7.8	7.1	1.5	0.0	0.0	1005.7	976.3	0.1	0.1	0.0	-	0.0	-	1.3	-	-	-	-	-	-
2019-11-03	11.4	19.1	2.6	0.9	79.0	10.5	4.6	3.0	0.0	0.0	997.4	968.9	0.0	0.0	0.0	-	0.0	-	-	-	-	-	3.0	-	-
2019-11-04	11.2	17.6	8.5	6.7	91.3	12.2	6.6	3.3	0.0	0.0	994.5	966.1	4.4	4.4	0.0	-	0.0	-	5.8	-	-	-	2.8	-	-
2019-11-05	8.2	10.7	4.2	0.2	96.0	10.5	6.1	0.9	0.0	0.0	999.8	970.9	9.4	7.0	2.4	-	0.0	-	12.6	-	-	1.2	-	-	-
2019-11-06	7.8	12.2	5.2	3.5	87.6	9.2	5.0	2.3	0.0	0.0	1003.6	974.6	0.1	0.0	0.1	-	0.0	-	4.7	-	-	-	4.0	-	-
2019-11-07	5.8	12.6	1.7	-1.0	87.3	7.9	5.8	1.4	0.0	0.0	1008.8	979.4	0.0	0.0	0.0	-	0.0	-	1.3	-	-	-	10.8	-	-
2019-11-08	4.3	7.4	0.8	0.5	99.8	8.4	7.0	2.9	0.0	0.0	1011.4	981.8	0.0	0.0	0.0	-	0.0	-	-	-	-	12.3	0.8	-	-
2019-11-09	7.0	9.6	4.9	3.2	97.8	9.8	7.8	2.3	0.0	0.0	1009.9	980.5	2.0	0.7	1.3	-	0.0	-	6.0	-	-	6.6	-	-	-
2019-11-10	6.1	8.8	5.2	3.0	96.8	9.1	8.0	1.6	0.0	0.0	1013.3	983.8	19.8	16.1	3.7	-	0.0	-	16.8	-	-	-	-	-	-
2019-11-11	4.9	8.9	3.8	3.0	89.9	7.7	4.6	2.5	0.0	0.0	1016.8	987.1	0.0	0.0	0.0	-	0.0	-	0.3	-	-	-	-	-	-
2019-11-12	6.7	9.5	1.8	1.0	89.9	8.9	6.5	3.1	0.0	0.0	1010.4	981.1	1.9	0.4	1.5	-	0.0	-	2.1	-	-	-	-	-	-
2019-11-13	9.9	16.2	7.5	6.2	91.1	11.1	7.3	3.0	0.2	0.0	1002.9	974.1	2.1	1.0	1.1	-	0.0	-	8.8	-	-	-	-	-	-
2019-11-14	5.2	7.5	1.0	-1.0	92.1	8.2	7.0	3.5	0.0	0.0	1013.2	983.6	0.0	0.0	0.0	-	0.0	-	1.7	-	-	0.2	-	-	-
2019-11-15	8.3	10.7	6.3	5.0	99.8	11.0	8.0	3.9	0.0	0.0	1013.1	983.8	0.0	0.0	0.0	-	0.0	-	-	-	-	10.6	-	-	-
2019-11-16	10.3	17.4	5.6	4.7	84.5	10.3	5.6	3.3	0.0	0.0	1014.0	984.9	0.0	0.0	0.0	-	0.0	-	-	-	-	3.9	-	-	-
2019-11-17	9.8	14.3	5.1	3.2	87.3	10.6	5.8	2.8	0.0	0.0	1016.2	987.0	0.0	0.0	0.0	-	0.0	-	-	-	-	-	2.0	-	-
2019-11-18	9.3	12.5	5.9	4.5	84.3	9.9	5.3	2.9	0.0	0.0	1013.0	983.8	0.0	0.0	0.0	-	0.0	-	-	-	-	-	8.0	-	-
2019-11-19	5.7	11.3	0.7	-2.0	87.6	8.0	4.0	2.6	0.0	0.0	1021.8	992.0	0.0	0.0	0.0	-	0.0	-	-	-	-	-	15.0	-	-
2019-11-20	4.9	9.1	-1.0	-4.5	95.8	8.4	6.3	3.9	0.0	0.0	1019.4	989.6	0.1	0.0	0.1	-	0.0	-	0.7	-	-	-	9.0	4.0	-
2019-11-21	8.5	10.8	6.3	4.0	94.1	10.4	7.0	4.3	0.0	0.0	1015.1	985.8	0.6	0.6	0.0	-	0.0	-	2.8	-	-	-	-	-	-
