data	sr_temp_pow	max_temp_pow	min_temp_pow	min_temp_pow_przy_gruncie	sr_wilgotnosc_pow sr_preznosc_pary_wodnej	sr_zachmurzenie	sr_predkosc_wiatru	czas_trwania_wiatru_10_m_s	czas_trwania_wiatru_15_m_s	cisnienie_na_poziomie_morza	cisnienie_na_poziomie_stacji	dobowa_suma_opadu	opad_dzien	opad_noc	wysokosc_pokrywy_snieznej	rownowaznik_wodny_sniegu	uslonecznienie	czas_trwania_opadu_deszczu	czas_trwania_opadu_sniegu	czas_trwania_opadu_deszczu_ze_sniegiem	czas_trwania_mgly	czas_trwania_rosy	czas_trwania_szronu	czas_trwania_burzy
2018-08-24	21.6	28.4	16.4	14.1	76.1	18.9	5.9	2.3	0.0	0.0	1010.2	982.3	6.8	6.8	0.0	-	0.0	-	1.8	-	-	-	6.0	-	2.4
2018-08-25	17.5	19.1	16.5	13.3	90.8	18.1	7.5	1.5	0.0	0.0	1010.7	982.4	9.4	8.1	1.3	-	0.0	-	2.0	-	-	-	-	-	-
2018-08-26	13.7	17.3	12.5	12.2	87.1	13.6	7.6	2.6	0.0	0.0	1015.3	986.5	8.9	8.9	0.0	-	0.0	-	10.0	-	-	-	-	-	-
2018-08-27	13.7	19.1	8.9	7.0	79.9	12.3	4.3	1.6	0.0	0.0	1017.6	988.8	0.0	0.0	0.0	-	0.0	-	-	-	-	-	3.0	-	-
2018-08-28	16.2	22.5	9.0	6.5	77.3	13.9	5.3	1.4	0.0	0.0	1019.0	990.4	0.0	0.0	0.0	-	0.0	-	-	-	-	-	10.0	-	-
2018-08-29	16.8	22.4	10.6	9.7	74.1	13.7	0.5	2.1	0.0	0.0	1019.5	990.9	0.0	0.0	0.0	-	0.0	-	-	-	-	-	10.0	-	-
2018-08-30	19.2	26.9	10.7	7.5	71.3	15.2	3.0	2.0	0.0	0.0	1016.0	987.7	1.7	0.0	1.7	-	0.0	-	-	-	-	-	8.0	-	-
2018-08-31	18.3	22.6	16.2	15.9	81.3	16.9	5.5	2.3	0.0	0.0	1019.9	991.4	0.1	0.0	0.0	-	0.0	-	2.6	-	-	-	4.0	-	-
2018-09-01	19.7	25.2	14.9	13.0	77.9	17.6	5.3	4.8	0.0	0.0	1020.6	992.3	0.0	0.0	0.0	-	0.0	-	0.4	-	-	-	5.2	-	-
2018-09-02	20.1	26.6	14.9	13.5	70.4	16.0	6.3	3.6	0.0	0.0	1021.6	993.2	0.0	0.0	0.0	-	0.0	-	-	-	-	-	8.0	-	-
2018-09-03	19.6	25.0	13.0	11.0	71.1	15.8	3.6	3.9	0.0	0.0	1017.1	988.8	1.9	0.0	1.9	-	0.0	-	0.8	-	-	-	7.0	-	1.3
2018-09-04	18.3	22.0	15.6	15.0	88.4	18.4	7.0	2.4	0.0	0.0	1013.1	984.9	11.6	4.1	7.5	-	0.0	-	5.3	-	-	-	-	-	4.5
2018-09-05	18.6	23.3	15.2	14.1	81.6	17.2	5.6	1.4	0.0	0.0	1015.3	987.0	0.0	0.0	0.0	-	0.0	-	0.3	-	-	2.3	4.0	-	-
2018-09-06	16.3	22.6	11.2	9.5	86.0	15.7	3.3	1.1	0.0	0.0	1013.8	985.3	0.5	0.5	0.0	-	0.0	-	0.4	-	-	1.7	0.3	-	-
2018-09-07	17.5	24.6	10.7	9.6	77.6	14.9	1.6	0.4	0.0	0.0	1012.7	984.4	0.0	0.0	0.0	-	0.0	-	-	-	-	5.6	3.0	-	-
2018-09-08	16.1	20.2	12.7	10.6	87.5	15.9	5.1	2.5	0.0	0.0	1018.8	990.2	0.0	0.0	0.0	-	0.0	-	0.3	-	-	-	7.0	-	-
2018-09-09	15.8	22.6	9.9	7.7	79.9	13.9	5.5	0.9	0.0	0.0	1022.7	993.9	0.0	0.0	0.0	-	0.0	-	-	-	-	6.4	3.0	-	-
2018-09-10	16.7	24.5	9.5	7.0	73.1	13.1	1.6	0.9	0.0	0.0	1022.3	993.7	0.0	0.0	0.0	-	0.0	-	-	-	-	-	4.6	-	-
2018-09-11	16.6	22.5	10.8	8.0	77.5	14.3	5.5	1.5	0.0	0.0	1022.6	993.9	0.0	0.0	0.0	-	0.0	-	-	-	-	-	11.7	-	-
2018-09-12	19.4	29.2	11.0	8.0	70.4	14.8	1.1	1.1	0.0	0.0	1021.1	992.7	0.0	0.0	0.0	-	0.0	-	-	-	-	-	3.0	-	-
