data	sr_temp_pow	max_temp_pow	min_temp_pow	min_temp_pow_przy_gruncie	sr_wilgotnosc_pow sr_preznosc_pary_wodnej	sr_zachmurzenie	sr_predkosc_wiatru	czas_trwania_wiatru_10_m_s	czas_trwania_wiatru_15_m_s	cisnienie_na_poziomie_morza	cisnienie_na_poziomie_stacji	dobowa_suma_opadu	opad_dzien	opad_noc	wysokosc_pokrywy_snieznej	rownowaznik_wodny_sniegu	uslonecznienie	czas_trwania_opadu_deszczu	czas_trwania_opadu_sniegu	czas_trwania_opadu_deszczu_ze_sniegiem	czas_trwania_mgly	czas_trwania_rosy	czas_trwania_szronu	czas_trwania_burzy
2017-09-13	15.3	19.2	11.2	10.7	68.8	11.5	4.9	5.5	0.0	0.0	1010.6	982.1	0.4	0.0	0.4	-	0.0	-	-	-	-	-	-	-	-
2017-09-14	19.4	26.2	13.0	11.8	60.5	13.0	5.0	5.9	0.5	0.0	1005.3	977.3	2.7	1.2	1.5	-	0.0	-	6.4	-	-	-	-	-	-
2017-09-15	12.4	15.7	9.4	6.2	74.0	10.6	6.0	4.1	1.8	0.0	1014.2	985.3	0.6	0.0	0.6	-	0.0	-	-	-	-	-	1.0	-	-
2017-09-16	12.6	14.3	10.7	8.0	89.5	13.1	7.5	2.4	0.0	0.0	1013.9	985.0	0.8	0.5	0.3	-	0.0	-	4.6	-	-	-	4.7	-	-
2017-09-17	12.9	13.9	12.1	10.0	92.6	13.7	8.0	2.8	0.0	0.0	1010.4	981.7	24.8	16.8	8.0	-	0.0	-	12.2	-	-	-	-	-	-
2017-09-18	12.2	17.5	8.5	6.5	78.5	10.8	3.3	4.6	0.0	0.0	1015.3	986.4	0.0	0.0	0.0	-	0.0	-	0.7	-	-	-	4.0	-	-
2017-09-19	10.0	13.3	5.3	3.0	90.4	11.1	6.3	3.0	0.0	0.0	1016.4	987.2	6.7	1.4	5.3	-	0.0	-	12.8	-	-	0.4	0.8	-	-
2017-09-20	11.1	12.4	10.2	9.5	91.0	12.0	8.0	3.4	0.0	0.0	1014.9	985.8	2.2	0.5	1.7	-	0.0	-	8.6	-	-	-	-	-	-
2017-09-21	10.9	11.4	10.4	8.2	89.9	11.7	8.0	4.6	0.0	0.0	1014.8	985.7	24.9	20.1	4.8	-	0.0	-	20.5	-	-	-	-	-	-
2017-09-22	11.0	12.2	10.1	9.0	93.3	12.2	7.9	3.3	0.0	0.0	1018.8	989.7	11.9	0.5	11.4	-	0.0	-	6.0	-	-	-	-	-	-
2017-09-23	11.0	11.8	10.2	9.3	96.0	12.6	8.0	4.0	0.0	0.0	1018.0	988.9	10.8	10.5	0.3	-	0.0	-	21.0	-	-	-	-	-	-
2017-09-24	13.1	16.3	11.2	9.5	89.5	13.4	7.4	2.1	0.0	0.0	1020.7	991.8	20.1	0.7	19.4	-	0.0	-	7.1	-	-	-	-	-	-
2017-09-25	13.6	18.2	11.4	10.4	88.5	13.6	6.0	3.1	0.0	0.0	1023.6	994.6	0.0	0.0	0.0	-	0.0	-	1.5	-	-	-	3.0	-	-
2017-09-26	11.3	13.6	9.7	9.0	94.3	12.6	6.8	2.9	0.0	0.0	1027.8	998.4	0.0	0.0	0.0	-	0.0	-	-	-	-	3.5	9.3	-	-
2017-09-27	12.4	17.9	8.3	5.7	79.3	11.2	2.4	4.9	0.0	0.0	1029.0	999.7	0.0	0.0	0.0	-	0.0	-	-	-	-	-	11.0	-	-
2017-09-28	10.9	17.6	4.9	2.9	76.8	9.8	0.8	4.3	0.0	0.0	1030.9	1001.4	0.0	0.0	0.0	-	0.0	-	-	-	-	-	10.0	-	-
2017-09-29	9.5	16.1	3.3	2.3	83.0	9.9	1.1	2.5	0.0	0.0	1028.7	999.1	0.0	0.0	0.0	-	0.0	-	-	-	-	-	14.0	-	-
2017-09-30	9.2	15.9	4.2	1.5	85.9	9.9	2.0	2.6	0.0	0.0	1025.5	996.0	0.0	0.0	0.0	-	0.0	-	-	-	-	-	8.3	-	-
2017-10-01	8.7	15.8	1.7	-0.5	78.5	8.6	0.1	1.8	0.0	0.0	1025.7	996.1	0.0	0.0	0.0	-	0.0	-	-	-	-	-	6.8	-	-
2017-10-02	9.4	18.2	1.9	-0.4	76.8	8.7	3.4	1.0	0.0	0.0	1023.3	993.8	0.8	0.0	0.8	-	0.0	-	-	-	-	4.4	5.8	-	-
2017-10-03	10.3	14.5	5.4	4.0	91.1	11.6	7.6	2.3	0.0	0.0	1015.7	986.5	9.6	8.9	0.7	-	0.0	-	12.3	-	-	-	2.8	-	-
2017-10-04	11.4	14.6	8.0	4.0	79.9	10.6	7.0	4.6	0.0	0.0	1020.5	991.3	0.0	0.0	0.0	-	0.0	-	0.1	-	-	-	-	-	-
2017-10-05	11.3	12.1	9.8	5.0	76.8	10.3	7.0	6.9	5.5	1.1	1006.9	978.1	2.8	1.2	1.6	-	0.0	-	7.3	-	-	-	-	-	-
2017-10-06	9.1	14.5	7.4	5.8	81.6	9.4	6.5	6.5	1.6	0.0	1009.3	980.2	9.1	4.8	4.3	-	0.0	-	6.1	-	-	-	-	-	-
2017-10-07	8.6	12.4	7.2	5.0	88.3	9.8	6.0	3.0	0.0	0.0	1016.2	986.9	0.0	0.0	0.0	-	0.0	-	1.3	-	-	-	-	-	-
2017-10-08	8.8	11.8	4.6	4.0	88.4	10.1	7.4	4.0	0.0	0.0	1011.2	982.1	3.2	2.9	0.3	-	0.0	-	5.2	-	-	-	-	-	-
2017-10-09	7.0	10.2	4.8	2.9	82.6	8.2	4.5	5.5	0.0	0.0	1016.0	986.5	0.2	0.2	0.0	-	0.0	-	2.7	-	-	-	3.0	-	-
2017-10-10	8.9	10.9	4.9	3.0	85.1	9.7	6.6	3.8	0.0	0.0	1016.5	987.2	0.7	0.4	0.3	-	0.0	-	8.3	-	-	-	6.0	-	-
2017-10-11	12.3	15.9	9.5	6.7	84.3	12.0	6.4	5.0	0.0	0.0	1018.4	989.4	0.2	0.2	0.0	-	0.0	-	1.2	-	-	-	4.0	-	-
2017-10-12	13.2	18.6	7.7	3.3	80.1	11.9	5.3	4.8	3.4	0.0	1018.7	989.8	0.2	0.2	0.0	-	0.0	-	0.4	-	-	-	3.2	-	-
2017-10-13	11.1	15.4	9.3	6.5	74.1	9.7	4.0	5.8	0.2	0.0	1023.7	994.4	0.0	0.0	0.0	-	0.0	-	-	-	-	-	5.0	-	-
2017-10-14	11.7	15.7	6.6	5.8	84.1	11.5	6.4	3.3	0.0	0.0	1027.0	997.7	0.0	0.0	0.0	-	0.0	-	-	-	-	-	15.0	-	-
2017-10-15	14.7	20.0	11.7	8.0	81.9	13.6	5.3	2.9	0.0	0.0	1027.6	998.6	0.0	0.0	0.0	-	0.0	-	-	-	-	1.1	9.8	-	-
2017-10-16	13.6	23.4	6.1	3.0	81.1	12.3	0.1	1.8	0.0	0.0	1026.2	997.1	0.0	0.0	0.0	-	0.0	-	-	-	-	7.8	-	-	-
2017-10-17	13.5	23.1	6.6	5.9	80.4	12.0	0.4	1.1	0.0	0.0	1024.6	995.5	0.0	0.0	0.0	-	0.0	-	-	-	-	6.8	2.8	-	-
2017-10-18	12.8	22.2	5.4	4.8	78.9	11.2	5.0	0.9	0.0	0.0	1017.9	989.0	0.0	0.0	0.0	-	0.0	-	-	-	-	4.4	3.3	-	-
2017-10-19	11.2	18.4	5.7	4.2	86.0	11.4	3.8	1.5	0.0	0.0	1016.5	987.4	0.0	0.0	0.0	-	0.0	-	-	-	-	2.8	3.3	-	-
2017-10-20	10.3	12.3	6.8	3.6	96.3	12.0	7.4	2.1	0.0	0.0	1018.3	989.0	0.0	0.0	0.0	-	0.0	-	-	-	-	10.6	-	-	-
2017-10-21	10.6	14.0	9.2	7.0	93.0	11.8	6.5	2.9	0.0	0.0	1016.9	987.8	0.0	0.0	0.0	-	0.0	-	-	-	-	12.6	-	-	-
2017-10-22	8.8	10.1	6.9	5.1	96.6	10.9	7.9	2.0	0.0	0.0	1015.3	986.0	8.9	2.9	6.0	-	0.0	-	9.0	-	-	7.3	-	-	-
2017-10-23	8.9	9.9	8.6	7.5	92.8	10.5	8.0	2.5	0.0	0.0	1013.3	984.1	11.3	9.4	1.9	-	0.0	-	23.5	-	-	-	-	-	-
2017-10-24	6.7	8.6	6.5	5.5	89.8	8.8	7.8	2.6	0.0	0.0	1024.4	994.6	0.0	0.0	0.0	-	0.0	-	2.3	-	-	-	-	-	-
2017-10-25	7.3	9.8	3.1	1.3	90.8	9.4	7.1	2.0	0.0	0.0	1024.1	994.4	0.3	0.2	0.1	-	0.0	-	3.2	-	-	-	7.0	-	-
2017-10-26	12.2	15.3	9.8	5.0	83.4	11.7	7.3	4.6	0.0	0.0	1021.9	992.7	1.1	0.0	1.1	-	0.0	-	0.4	-	-	-	-	-	-
2017-10-27	9.3	12.5	6.9	5.4	90.4	10.6	7.0	4.0	0.0	0.0	1014.3	985.1	6.6	4.6	2.0	-	0.0	-	10.3	-	-	-	-	-	-
2017-10-28	7.2	8.5	4.6	3.5	86.9	8.8	7.8	7.0	0.0	0.0	1011.4	982.0	11.5	1.0	10.5	-	0.0	-	9.1	-	-	-	-	-	-
2017-10-29	6.1	8.7	4.1	3.5	80.9	7.6	7.0	10.0	11.7	0.3	992.8	963.9	10.9	10.7	0.2	-	0.0	-	12.2	-	-	-	-	-	-
2017-10-30	3.2	6.4	1.2	0.2	75.0	5.7	4.9	8.3	6.8	0.0	1011.1	981.3	0.4	0.4	0.0	-	0.0	-	1.9	-	0.6	-	-	-	-
2017-10-31	2.5	6.4	-0.9	-2.7	81.4	5.9	4.0	4.9	0.0	0.0	1022.2	992.1	0.2	0.0	0.2	-	0.0	-	-	-	-	-	5.0	4.0	-
2017-11-01	6.7	8.6	1.6	1.0	78.9	7.7	7.8	6.6	0.0	0.0	1020.5	990.9	0.0	0.0	0.0	-	0.0	-	2.1	-	-	-	0.3	-	-
2017-11-02	9.0	13.4	6.6	4.0	85.4	9.8	7.6	4.1	0.0	0.0	1012.7	983.5	3.7	2.0	1.7	-	0.0	-	7.9	-	-	-	7.0	-	-
2017-11-03	8.1	9.4	7.4	6.0	91.5	9.8	7.5	3.5	0.0	0.0	1016.9	987.5	0.5	0.5	0.0	-	0.0	-	4.0	-	-	-	5.0	-	-
2017-11-04	6.3	12.7	-0.3	-0.8	82.1	7.7	3.3	1.1	0.0	0.0	1018.9	989.3	0.0	0.0	0.0	-	0.0	-	-	-	-	6.3	6.5	-	-
2017-11-05	6.3	15.8	0.0	-2.0	79.5	7.5	5.3	2.1	0.0	0.0	1013.3	983.8	0.0	0.0	0.0	-	0.0	-	-	-	-	-	14.0	-	-
2017-11-06	7.5	13.1	2.2	1.0	82.9	8.5	6.8	1.4	0.0	0.0	1018.4	988.8	0.0	0.0	0.0	-	0.0	-	-	-	-	-	15.0	-	-
2017-11-07	7.1	9.5	5.7	4.0	84.3	8.5	7.6	3.5	0.0	0.0	1024.2	994.4	0.0	0.0	0.0	-	0.0	-	-	-	-	-	14.0	-	-
2017-11-08	5.1	6.1	4.5	3.8	84.3	7.4	7.9	5.1	0.0	0.0	1022.3	992.4	0.1	0.0	0.1	-	0.0	-	-	-	-	-	13.0	-	-
2017-11-09	5.5	7.1	3.4	2.8	89.3	8.1	8.0	2.0	0.0	0.0	1022.4	992.5	0.0	0.0	0.0	-	0.0	-	1.5	-	-	-	3.8	-	-
2017-11-10	7.3	8.5	5.6	5.0	79.5	8.1	8.0	3.4	0.0	0.0	1016.9	987.4	2.6	0.0	2.6	-	0.0	-	1.9	-	-	-	-	-	-
2017-11-11	5.6	7.8	3.8	2.0	75.9	6.9	6.4	5.1	0.2	0.0	1009.4	980.0	2.6	0.0	2.6	-	0.0	-	5.9	-	-	-	-	-	-
2017-11-12	4.3	7.0	2.7	0.4	82.8	6.8	6.1	3.8	0.0	0.0	1004.8	975.4	5.7	0.0	5.7	-	0.0	-	9.9	-	-	-	-	-	-
2017-11-13	3.6	5.4	2.3	1.0	93.9	7.4	7.9	3.4	0.0	0.0	1007.2	977.6	5.2	5.2	0.0	-	0.0	-	14.7	-	-	-	-	-	-
2017-11-14	2.5	4.7	0.8	-1.6	88.3	6.4	5.1	2.5	0.0	0.0	1023.3	993.2	0.0	0.0	0.0	-	0.0	-	0.1	-	-	-	-	2.0	-
2017-11-15	0.8	5.8	-4.1	-6.4	88.8	5.8	5.1	1.5	0.0	0.0	1028.4	997.9	0.0	0.0	0.0	-	0.0	-	-	-	-	1.1	3.0	3.3	-
2017-11-16	1.7	7.7	-3.9	-5.5	84.0	5.8	3.1	2.0	0.0	0.0	1027.8	997.4	1.6	0.0	1.6	-	0.0	-	-	-	-	5.0	1.1	-	-
2017-11-17	3.5	5.1	0.3	-0.8	91.0	7.2	7.8	2.5	0.0	0.0	1023.8	993.7	1.3	1.0	0.3	-	0.0	-	7.5	-	-	-	-	-	-
2017-11-18	3.3	4.4	1.3	0.2	85.5	6.7	6.9	1.9	0.0	0.0	1018.8	988.8	0.5	0.0	0.5	-	0.0	-	1.3	-	-	-	4.0	-	-
2017-11-19	3.4	6.0	1.1	0.0	77.5	6.0	6.1	5.1	0.5	0.0	1010.3	980.6	2.5	0.0	2.5	-	0.0	-	2.3	0.3	1.8	-	-	-	-
2017-11-20	1.7	4.2	0.6	-0.8	85.8	5.9	7.5	6.9	0.3	0.0	1013.2	983.2	2.1	1.2	0.9	-	0.0	-	-	0.9	8.6	-	-	-	-
2017-11-21	2.4	4.0	0.9	0.2	90.9	6.6	7.9	1.9	0.0	0.0	1014.1	984.2	3.1	1.2	1.9	-	0.0	-	13.5	-	0.7	-	-	-	-
2017-11-22	5.0	7.0	2.6	1.0	95.3	8.4	8.0	1.9	0.0	0.0	1013.4	983.8	0.7	0.7	0.0	-	0.0	-	9.9	-	-	2.5	-	-	-
2017-11-23	4.3	10.6	-0.7	-2.2	91.8	7.7	4.3	2.1	0.0	0.0	1015.7	985.9	0.0	0.0	0.0	-	0.0	-	-	-	-	5.9	-	-	-
2017-11-24	3.5	11.3	-1.7	-2.6	91.1	7.2	4.8	1.0	0.0	0.0	1017.6	987.7	0.0	0.0	0.0	-	0.0	-	-	-	-	6.4	-	-	-
2017-11-25	6.2	12.6	0.0	-1.1	85.3	8.1	6.0	2.8	0.0	0.0	1011.8	982.4	1.5	0.0	1.5	-	0.0	-	3.6	-	-	4.8	-	-	-
2017-11-26	3.4	11.0	1.5	0.5	83.8	6.6	7.8	3.4	0.0	0.0	1018.7	988.7	0.0	0.0	0.0	-	0.0	-	3.7	-	-	-	-	-	-
2017-11-27	0.3	2.7	-1.3	-2.4	88.9	5.6	4.6	2.0	0.0	0.0	1022.7	992.3	0.0	0.0	0.0	-	0.0	-	0.3	0.3	-	3.3	-	4.3	-
2017-11-28	-0.9	5.7	-5.1	-8.5	87.5	5.1	5.1	1.0	0.0	0.0	1013.7	983.4	3.5	0.0	3.5	-	0.0	-	-	-	-	-	-	3.0	-
2017-11-29	0.6	2.0	-1.3	-3.0	94.8	6.1	8.0	1.5	0.0	0.0	1009.9	980.0	5.9	3.1	2.8	-	0.0	-	4.6	4.8	1.9	3.9	-	0.6	-
2017-11-30	0.2	0.9	0.0	-0.3	96.3	6.0	8.0	3.6	0.0	0.0	1002.6	972.8	13.5	12.4	1.1	3	0.0	-	-	24.0	-	-	-	-	-
2017-12-01	-0.4	1.4	-3.3	-5.5	90.9	5.4	4.9	3.6	0.0	0.0	1014.0	983.8	0.0	0.0	0.0	3	0.0	-	-	1.2	-	4.4	-	-	-
2017-12-02	-3.4	-1.6	-8.0	-9.5	95.3	4.6	8.0	1.6	0.0	0.0	1025.5	994.6	0.3	0.3	0.0	3	0.0	-	-	4.6	-	3.9	-	-	-
2017-12-03	-0.7	0.3	-1.9	-2.9	91.1	5.3	8.0	2.4	0.0	0.0	1023.3	992.8	1.3	1.0	0.3	3	0.0	-	-	6.0	1.7	-	-	-	-
2017-12-04	-0.3	1.0	-2.5	-4.3	87.4	5.3	7.5	6.3	0.0	0.0	1019.9	989.5	0.7	0.7	0.0	6	1.8	-	-	10.8	-	-	-	-	-
2017-12-05	1.3	2.4	0.3	-0.3	86.9	5.9	7.3	6.5	0.0	0.0	1025.7	995.4	1.7	0.8	0.9	5	2.2	-	7.3	0.3	1.3	-	-	-	-
2017-12-06	3.4	4.3	2.4	1.3	86.0	6.7	8.0	8.3	0.0	0.0	1024.7	994.6	1.0	0.5	0.5	-	0.0	-	16.1	-	-	-	-	-	-
2017-12-07	2.9	5.5	0.3	-0.3	76.4	5.8	4.5	4.5	0.0	0.0	1021.3	991.2	0.0	0.0	0.0	-	0.0	-	-	-	-	-	-	-	-
2017-12-08	2.8	7.1	-2.5	-6.5	73.9	5.5	4.8	2.9	0.0	0.0	1009.8	980.1	0.6	0.0	0.6	-	0.0	-	4.7	-	-	-	-	6.0	-
2017-12-09	0.7	3.9	-1.4	-2.0	84.1	5.5	6.8	2.6	0.0	0.0	1009.0	979.1	0.0	0.0	0.0	-	0.0	-	-	1.2	-	-	-	-	-
2017-12-10	0.9	3.0	-2.0	-3.0	64.0	4.1	5.5	4.6	0.0	0.0	1004.7	974.9	0.0	0.0	0.0	-	0.0	-	-	3.0	-	-	-	-	-
2017-12-11	8.6	12.6	1.3	0.0	59.1	6.7	6.9	5.3	0.3	0.0	995.0	966.3	0.0	0.0	0.0	-	0.0	-	-	-	-	-	-	-	-
2017-12-12	10.0	14.5	7.3	4.5	62.4	7.7	6.4	6.8	2.6	0.0	1003.1	974.3	0.0	0.0	0.0	-	0.0	-	-	-	-	-	-	-	-
2017-12-13	1.6	7.4	-0.9	-3.4	71.1	4.9	4.8	2.8	0.0	0.0	1016.0	986.0	0.0	0.0	0.0	-	0.0	-	-	-	-	-	-	4.0	-
2017-12-14	1.6	8.0	-4.5	-8.2	71.9	4.9	4.4	3.4	1.2	0.0	1001.1	971.5	0.0	0.0	0.0	-	0.0	-	-	-	-	-	-	10.0	-
2017-12-15	1.5	6.3	-2.5	-3.5	76.0	5.2	5.3	3.1	0.3	0.0	1000.0	970.4	0.1	0.1	0.0	-	0.0	-	0.2	0.6	-	-	-	7.2	-
2017-12-16	0.0	2.3	-1.8	-3.5	84.9	5.2	7.4	2.0	0.0	0.0	1006.7	976.7	0.3	0.0	0.3	-	0.0	-	-	-	-	-	-	8.0	-
2017-12-17	-0.9	3.4	-3.2	-4.6	88.8	5.1	5.8	1.4	0.0	0.0	1018.5	988.1	0.4	0.3	0.1	1	0.0	-	-	3.3	-	-	-	3.2	-
2017-12-18	-0.7	0.8	-2.5	-4.0	87.8	5.1	7.6	1.4	0.0	0.0	1025.9	995.3	0.2	0.2	0.0	1	0.0	-	-	7.1	-	-	-	-	-
2017-12-19	-2.3	-0.5	-5.7	-8.8	83.4	4.3	7.8	2.3	0.0	0.0	1031.1	1000.2	0.0	0.0	0.0	-	0.0	-	-	2.6	-	-	-	-	-
2017-12-20	-1.1	0.0	-2.8	-5.5	84.8	4.8	7.8	3.1	0.0	0.0	1032.9	1002.0	0.1	0.0	0.1	-	0.0	-	-	7.5	-	-	-	-	-
2017-12-21	0.1	1.5	-1.9	-2.5	87.9	5.4	7.8	3.8	0.0	0.0	1029.6	999.0	1.1	0.7	0.4	-	0.0	-	1.1	7.8	-	-	-	-	-
2017-12-22	3.0	3.6	1.5	1.0	88.3	6.7	7.9	4.9	0.0	0.0	1027.7	997.5	5.9	2.8	3.1	-	0.0	-	6.4	-	-	-	-	-	-
2017-12-23	3.3	5.1	1.8	0.5	87.9	6.8	7.9	7.5	7.4	0.0	1023.5	993.4	1.7	0.9	0.8	-	0.0	-	15.1	-	-	-	-	-	-
2017-12-24	7.2	8.4	4.6	2.0	87.5	8.9	8.0	8.9	4.3	0.0	1018.0	988.5	0.3	0.3	0.0	-	0.0	-	11.1	-	-	-	-	-	-
2017-12-25	5.2	8.9	0.9	-3.1	79.8	7.1	4.5	5.0	0.0	0.0	1019.5	989.8	0.0	0.0	0.0	-	0.0	-	-	-	-	3.9	-	1.1	-
2017-12-26	-0.9	5.8	-5.7	-6.5	91.9	5.3	3.5	1.1	0.0	0.0	1011.4	981.2	0.0	0.0	0.0	-	0.0	-	-	-	-	7.0	-	1.8	-
2017-12-27	2.0	9.4	-4.7	-6.0	81.8	5.7	3.0	2.9	0.0	0.0	1000.4	970.9	0.0	0.0	0.0	-	0.0	-	0.3	-	-	6.3	-	-	-
2017-12-28	4.7	9.3	3.0	1.2	80.4	6.9	7.1	2.8	0.0	0.0	993.8	964.7	6.0	0.3	5.7	-	0.0	-	5.2	-	0.6	-	-	-	-
2017-12-29	0.6	3.7	0.2	-0.7	89.6	5.7	7.6	3.3	0.0	0.0	1007.7	977.8	0.5	0.5	0.0	1	0.0	-	-	8.0	2.8	-	-	-	-
2017-12-30	-1.8	2.4	-5.7	-8.0	85.5	4.6	3.0	1.0	0.0	0.0	1011.8	981.6	0.7	0.0	0.7	-	0.0	-	0.3	-	-	0.6	-	7.6	-
2017-12-31	4.7	8.2	-2.0	-4.2	89.1	7.7	7.0	2.8	0.0	0.0	1008.8	979.3	0.5	0.5	0.0	-	0.0	-	5.8	-	-	-	-	-	-
2018-01-01	3.1	6.3	-1.2	-1.4	90.5	7.0	4.9	2.0	0.0	0.0	1008.4	978.8	0.0	0.0	0.0	-	0.0	-	0.4	-	-	-	-	-	-
2018-01-02	0.8	4.9	-4.6	-7.5	89.1	5.9	4.9	2.4	0.0	0.0	1009.5	979.5	0.1	0.0	0.1	-	0.0	-	3.6	-	-	0.8	-	4.7	-
2018-01-03	2.5	5.6	-3.0	-5.3	83.6	6.1	6.0	3.3	0.2	0.0	1002.9	973.3	3.4	2.4	1.0	-	0.0	-	2.3	-	-	2.8	-	-	-
2018-01-04	4.3	7.4	2.6	1.4	77.9	6.5	5.5	3.9	0.0	0.0	1001.4	972.1	0.1	0.0	0.1	-	0.0	-	3.1	-	-	-	-	-	-
2018-01-05	4.6	9.4	0.2	-1.6	80.9	6.9	7.0	2.0	0.0	0.0	1002.6	973.3	1.6	0.2	1.4	-	0.0	-	6.1	-	-	-	-	-	-
2018-01-06	6.2	9.2	3.2	0.2	91.9	8.7	7.4	1.1	0.0	0.0	1010.6	981.2	0.0	0.0	0.0	-	0.0	-	-	-	-	-	5.0	-	-
2018-01-07	4.7	7.1	2.3	1.4	90.5	7.8	7.8	3.6	0.0	0.0	1023.5	993.6	0.0	0.0	0.0	-	0.0	-	6.6	-	-	-	9.0	-	-
2018-01-08	0.2	2.3	0.0	-0.2	90.4	5.6	7.9	5.4	0.0	0.0	1033.8	1003.1	0.5	0.5	0.0	-	0.0	-	0.6	1.8	3.8	-	-	-	-
2018-01-09	-0.4	1.8	-3.1	-4.5	82.8	4.9	7.0	5.9	0.0	0.0	1030.2	999.5	0.2	0.0	0.2	-	0.0	-	0.7	0.4	-	-	-	-	-
2018-01-10	2.7	5.1	1.1	0.4	85.4	6.3	7.4	2.5	0.0	0.0	1017.1	987.1	1.1	0.0	1.1	-	0.0	-	7.7	-	-	-	-	-	-
2018-01-11	0.7	2.2	0.2	0.0	93.6	6.0	8.0	3.3	0.0	0.0	1017.5	987.4	0.3	0.3	0.0	-	0.0	-	11.0	-	-	1.0	-	-	-
2018-01-12	0.3	1.0	-0.7	-2.0	92.5	5.8	8.0	6.3	0.0	0.0	1027.8	997.3	0.0	0.0	0.0	-	0.0	-	3.6	4.8	-	1.3	-	-	-
2018-01-13	-1.3	-0.4	-1.4	-2.4	79.8	4.4	6.6	7.1	0.0	0.0	1032.9	1002.1	0.0	0.0	0.0	-	0.0	-	-	3.3	-	-	-	4.0	-
2018-01-14	-4.2	-1.2	-5.6	-6.5	76.3	3.4	0.8	6.3	0.0	0.0	1032.4	1001.2	0.0	0.0	0.0	-	0.0	-	-	-	-	-	-	24.0	-
2018-01-15	-6.3	-3.0	-8.1	-9.5	80.9	3.1	0.8	3.4	0.0	0.0	1027.1	995.8	0.0	0.0	0.0	-	0.0	-	-	-	-	-	-	17.0	-
2018-01-16	-3.3	2.0	-9.7	-11.4	83.6	4.1	5.5	2.6	1.0	0.0	1003.8	973.6	4.6	3.1	1.5	-	0.0	-	-	7.0	-	-	-	9.1	-
2018-01-17	1.5	4.1	-1.4	-2.0	78.6	5.3	6.8	5.9	0.0	0.0	997.1	967.6	1.0	0.6	0.4	4	0.0	-	-	8.7	-	-	-	-	-
2018-01-18	1.4	4.8	-3.2	-3.5	76.6	5.2	6.8	4.9	2.6	0.0	1002.6	972.9	0.3	0.1	0.2	5	1.7	-	0.4	1.1	0.6	-	-	-	-
2018-01-19	1.9	5.0	-0.8	-1.2	75.0	5.2	6.0	7.6	7.1	0.0	1004.9	975.2	0.0	0.0	0.0	2	0.0	-	-	3.9	-	-	-	-	-
2018-01-20	-1.0	1.6	-2.4	-4.0	92.6	5.3	6.8	1.0	0.0	0.0	1010.9	980.7	1.5	0.2	1.3	-	0.0	-	-	2.8	-	6.6	-	-	-
2018-01-21	-1.9	-0.5	-5.7	-8.4	92.3	4.9	7.6	3.0	0.0	0.0	1010.3	980.0	1.7	1.4	0.3	4	0.0	-	-	18.5	-	-	-	-	-
2018-01-22	-3.1	-0.8	-5.9	-8.0	86.6	4.2	6.0	2.8	0.0	0.0	1018.2	987.6	0.0	0.0	0.0	6	1.4	-	-	8.2	-	-	-	-	-
2018-01-23	-4.0	-2.7	-6.8	-8.0	88.1	4.0	7.6	2.8	0.0	0.0	1024.7	993.8	0.0	0.0	0.0	5	1.0	-	-	2.9	-	-	-	-	-
2018-01-24	0.2	5.8	-4.2	-5.0	84.8	5.3	6.1	1.8	0.0	0.0	1026.9	996.3	0.0	0.0	0.0	3	0.0	-	0.3	-	-	-	-	-	-
2018-01-25	1.4	9.5	-2.1	-3.4	83.4	5.6	6.1	1.4	0.0	0.0	1021.8	991.5	0.0	0.0	0.0	-	0.0	-	-	-	-	-	-	8.0	-
2018-01-26	-0.6	4.7	-4.1	-5.2	88.3	5.2	5.8	0.6	0.0	0.0	1021.8	991.3	0.0	0.0	0.0	-	0.0	-	-	-	-	1.0	-	14.0	-
2018-01-27	0.1	2.8	-4.7	-7.2	97.4	6.1	6.0	1.9	0.0	0.0	1031.1	1000.4	0.2	0.0	0.2	-	0.0	-	2.7	-	-	11.2	-	-	-
2018-01-28	3.9	6.6	1.1	0.5	93.4	7.5	7.9	5.1	2.1	0.0	1028.7	998.6	0.3	0.2	0.1	-	0.0	-	7.3	-	-	6.0	-	-	-
2018-01-29	7.8	10.7	4.7	3.5	81.0	8.5	6.9	8.5	5.9	0.0	1021.8	992.2	0.7	0.0	0.7	-	0.0	-	1.2	-	-	-	-	-	-
2018-01-30	5.1	9.0	3.3	1.0	66.8	6.0	6.8	9.3	9.5	0.0	1021.7	991.9	0.0	0.0	0.0	-	0.0	-	4.1	-	-	-	-	-	-
2018-01-31	2.1	7.6	-1.7	-4.2	72.6	5.1	6.3	2.3	0.0	0.0	1018.5	988.5	0.0	0.0	0.0	-	0.0	-	-	-	-	-	-	4.0	-
2018-02-01	4.0	8.1	-0.6	-2.2	84.6	6.9	7.8	1.3	0.0	0.0	1003.9	974.5	4.1	0.1	4.0	-	0.0	-	11.4	-	-	-	-	-	-
2018-02-02	2.1	5.3	1.1	0.0	92.5	6.6	7.3	1.4	0.0	0.0	1007.7	978.0	0.0	0.0	0.0	-	0.0	-	3.3	-	-	-	-	2.0	-
2018-02-03	-0.7	2.9	-4.2	-6.2	95.1	5.5	6.1	1.3	0.0	0.0	1006.0	976.0	0.0	0.0	0.0	-	0.0	-	-	-	-	8.0	-	0.7	-
2018-02-04	-0.7	1.2	-2.4	-3.0	95.9	5.6	7.9	1.9	0.0	0.0	1014.5	984.3	0.4	0.3	0.1	-	0.0	-	-	11.6	-	4.8	-	-	-
